proyecto_id,fecha_inicio,pais_id,pais,provincia_id,provincia_de_ejecución,moneda_monto_financiado,monto_financiado,moneda_monto_total,monto_total,region_de_ejecucion,gran_area_conocimiento,tipo_proyecto_cyt,tipo_organizacion_ejec
5146,2015-12-18,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 451000,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5147,2015-12-18,ARG,Argentina,06,Buenos Aires,ARS, 500000,ARS, 1700000,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5148,2015-11-13,ARG,Argentina,74,San Luis,ARS, 240000,ARS, 870000,Cuyo,Naturales Y Exactas,Ciencia,OCT-Universidad
5149,2015-10-23,ARG,Argentina,66,Salta,ARS, 100000,ARS, 380280,Noa,Ingenierías Y Tecnologías,Ciencia,Organismo gubernamental de ciencia y tecnología
5150,2016-01-15,ARG,Argentina,02,CABA,ARS, 600000,ARS, 3368688,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5153,2015-11-20,ARG,Argentina,66,Salta,ARS, 97500,ARS, 195000,Noa,Naturales Y Exactas,Ciencia,OCT-Universidad
5154,2016-01-08,ARG,Argentina,02,CABA,ARS, 100000,ARS, 600000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5156,2015-12-14,ARG,Argentina,02,CABA,ARS, 100000,ARS, 200000,Pampeana,Naturales Y Exactas,Ciencia,Entidad administrativa de gobierno
5157,2016-01-15,ARG,Argentina,02,CABA,ARS, 240000,ARS, 2184000,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5158,2015-12-18,ARG,Argentina,06,Buenos Aires,ARS, 91680,ARS, 363334,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5159,2016-01-15,ARG,Argentina,02,CABA,ARS, 95000,ARS, 355000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5160,2015-09-23,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 340000,Pampeana,Agrícolas,Ciencia,Universidad o instituto universitario estatal
5161,2016-01-15,ARG,Argentina,02,CABA,ARS, 100000,ARS, 447615,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5162,2015-12-14,ARG,Argentina,82,Santa Fe,ARS, 100000,ARS, 316000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5165,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 100000,ARS, 200000,Pampeana,Sociales,Ciencia,OCT-Universidad
5166,2016-01-08,ARG,Argentina,46,La Rioja,ARS, 100000,ARS, 248884,Noa,Agrícolas,Ciencia,Otras dependencias conjuntas
5167,2015-12-03,ARG,Argentina,90,Tucumán,ARS, 100000,ARS, 402640,Noa,Ingenierías Y Tecnologías,Ciencia,Organismo gubernamental de ciencia y tecnología
5168,2016-01-15,ARG,Argentina,02,CABA,ARS, 600000,ARS, 1200000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5169,2015-12-03,ARG,Argentina,90,Tucumán,ARS, 100000,ARS, 1964400,Noa,Ingenierías Y Tecnologías,Ciencia,Organismo gubernamental de ciencia y tecnología
5170,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 340000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5171,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 95375,ARS, 335375,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5172,2016-01-08,ARG,Argentina,94,Tierra Del Fuego,ARS, 415000,ARS, 1207576,Patagónica,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5173,2015-10-09,ARG,Argentina,14,Córdoba,ARS, 500000,ARS, 1142000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario privado
5174,2015-12-18,ARG,Argentina,06,Buenos Aires,ARS, 240000,ARS, 840000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5175,2016-01-08,ARG,Argentina,90,Tucumán,ARS, 598000,ARS, 4167509,Noa,Ingenierías Y Tecnologías,Ciencia,Organismo gubernamental de ciencia y tecnología
5176,2015-12-14,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1211657,Pampeana,Agrícolas,Ciencia,Otras dependencias conjuntas
5177,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 500000,ARS, 1000000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5179,2015-10-16,ARG,Argentina,06,Buenos Aires,ARS, 235465,ARS, 2999791,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5180,2015-09-23,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 340000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5181,2015-08-24,ARG,Argentina,02,CABA,ARS, 237300,ARS, 472600,Pampeana,Naturales Y Exactas,Ciencia,Entidad sin fines de lucro
5183,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 500000,ARS, 1280000,Pampeana,Agrícolas,Ciencia,Universidad o instituto universitario estatal
5184,2015-10-02,ARG,Argentina,90,Tucumán,ARS, 100000,ARS, 354160,Noa,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5185,2016-01-15,ARG,Argentina,02,CABA,ARS, 88000,ARS, 188000,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5186,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 232000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5187,2015-10-30,ARG,Argentina,02,CABA,ARS, 240000,ARS, 480000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5188,2016-01-15,ARG,Argentina,02,CABA,ARS, 84600,ARS, 828600,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5189,2016-01-08,ARG,Argentina,82,Santa Fe,ARS, 100000,ARS, 300000,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5190,2015-12-18,ARG,Argentina,06,Buenos Aires,ARS, 97412,ARS, 337412,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5191,2016-01-08,ARG,Argentina,02,CABA,ARS, 180000,ARS, 708000,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
5192,2015-10-23,ARG,Argentina,06,Buenos Aires,ARS, 500000,ARS, 1382000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5193,2015-10-16,ARG,Argentina,06,Buenos Aires,ARS, 96800,ARS, 434800,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5194,2016-01-15,ARG,Argentina,02,CABA,ARS, 300000,ARS, 600000,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
5195,2015-11-06,ARG,Argentina,14,Córdoba,ARS, 100000,ARS, 2720000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5197,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 693096,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5198,2016-01-15,ARG,Argentina,02,CABA,ARS, 92000,ARS, 518842,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
5200,2016-01-15,ARG,Argentina,02,CABA,ARS, 100000,ARS, 378220,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5201,2016-01-15,ARG,Argentina,02,CABA,ARS, 100000,ARS, 460000,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5202,2016-02-26,ARG,Argentina,14,Córdoba,ARS, 450000,ARS, 900000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5203,2015-11-06,ARG,Argentina,14,Córdoba,ARS, 600000,ARS, 2228000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5204,2015-10-02,ARG,Argentina,82,Santa Fe,ARS, 500000,ARS, 1100000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5206,2015-11-06,ARG,Argentina,14,Córdoba,ARS, 100000,ARS, 200000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5207,2016-01-08,ARG,Argentina,82,Santa Fe,ARS, 100000,ARS, 373360,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5208,2016-01-15,ARG,Argentina,02,CABA,ARS, 321000,ARS, 642000,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5209,2016-01-15,ARG,Argentina,02,CABA,ARS, 299600,ARS, 2572208,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5210,2015-10-23,ARG,Argentina,06,Buenos Aires,ARS, 500000,ARS, 1160000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5212,2015-09-23,ARG,Argentina,06,Buenos Aires,ARS, 99525,ARS, 245625,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5213,2015-10-23,ARG,Argentina,06,Buenos Aires,ARS, 180000,ARS, 680400,Pampeana,Sociales,Ciencia,OCT-Universidad
5214,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 78000,ARS, 180000,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5215,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 500000,ARS, 1100000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5216,2016-01-15,ARG,Argentina,02,CABA,ARS, 510000,ARS, 9208000,Pampeana,Agrícolas,Ciencia,Universidad o instituto universitario estatal
5217,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 100000,ARS, 430000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5218,2015-12-14,ARG,Argentina,02,CABA,ARS, 160000,ARS, 2360000,Pampeana,Ingenierías Y Tecnologías,Ciencia,Organismo gubernamental de ciencia y tecnología
5220,2015-12-14,ARG,Argentina,82,Santa Fe,ARS, 500000,ARS, 1000000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5221,2016-01-15,ARG,Argentina,02,CABA,ARS, 103000,ARS, 319600,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5222,2016-01-15,ARG,Argentina,02,CABA,ARS, 240000,ARS, 825000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5223,2016-01-15,ARG,Argentina,02,CABA,ARS, 300000,ARS, 630000,Pampeana,Humanidades,Ciencia,Organismo gubernamental de ciencia y tecnología
5224,2015-12-03,ARG,Argentina,02,CABA,ARS, 240000,ARS, 2490000,Pampeana,Ingenierías Y Tecnologías,Ciencia,Organismo gubernamental de ciencia y tecnología
5225,2016-01-15,ARG,Argentina,02,CABA,ARS, 180000,ARS, 396000,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5228,2016-01-15,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1010000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5229,2016-01-15,ARG,Argentina,02,CABA,ARS, 100000,ARS, 240000,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
5230,2016-01-15,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1000000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5231,2016-01-15,ARG,Argentina,02,CABA,ARS, 50000,ARS, 170000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5232,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 500000,ARS, 1250000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5233,2015-12-18,ARG,Argentina,06,Buenos Aires,ARS, 578630,ARS, 3617030,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5235,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 500000,ARS, 2000000,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5236,2015-11-13,ARG,Argentina,74,San Luis,ARS, 99500,ARS, 627500,Cuyo,Naturales Y Exactas,Ciencia,OCT-Universidad
5237,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 100000,ARS, 340000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5239,2015-10-23,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 749086,Pampeana,Ingenierías Y Tecnologías,Ciencia,Organismo gubernamental de ciencia y tecnología
5240,2016-01-15,ARG,Argentina,02,CABA,ARS, 380000,ARS, 1196144,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
5241,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 960000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5242,2015-11-20,ARG,Argentina,66,Salta,ARS, 478500,ARS, 1365410,Noa,Naturales Y Exactas,Ciencia,OCT-Universidad
5243,2016-01-08,ARG,Argentina,02,CABA,ARS, 482795,ARS, 1597024,Pampeana,Médicas Y De La Salud,Ciencia,Entidad administrativa de gobierno
5244,2016-01-15,ARG,Argentina,02,CABA,ARS, 380000,ARS, 1598321,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
5245,2015-11-20,ARG,Argentina,62,Río Negro,ARS, 500000,ARS, 1436000,Patagónica,Naturales Y Exactas,Ciencia,OCT-Universidad
5246,2015-10-02,ARG,Argentina,82,Santa Fe,ARS, 600000,ARS, 1200000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5247,2015-11-06,ARG,Argentina,14,Córdoba,ARS, 99615,ARS, 1450288,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5248,2015-11-20,ARG,Argentina,62,Río Negro,ARS, 240000,ARS, 1104000,Patagónica,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5249,2015-12-18,ARG,Argentina,06,Buenos Aires,ARS, 95800,ARS, 331000,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5250,2015-09-23,ARG,Argentina,06,Buenos Aires,ARS, 333100,ARS, 1023100,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5251,2015-10-23,ARG,Argentina,06,Buenos Aires,ARS, 600000,ARS, 2625000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario privado
5252,2016-01-08,ARG,Argentina,02,CABA,ARS, 480000,ARS, 2244000,Pampeana,Médicas Y De La Salud,Ciencia,Universidad o instituto universitario estatal
5253,2015-10-23,ARG,Argentina,06,Buenos Aires,ARS, 510000,ARS, 1965000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5254,2016-01-15,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1625000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5255,2015-12-14,ARG,Argentina,02,CABA,ARS, 3200000,ARS, 6644000,Pampeana,Médicas Y De La Salud,Ciencia,Organismo gubernamental de ciencia y tecnología
5256,2015-12-14,ARG,Argentina,02,CABA,ARS, 400000,ARS, 1300000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5257,2015-12-03,ARG,Argentina,02,CABA,ARS, 400000,ARS, 1050000,Pampeana,Médicas Y De La Salud,Ciencia,Universidad o instituto universitario estatal
5258,2015-05-08,ARG,Argentina,02,CABA,ARS, 590000,ARS, 2810000,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5260,2015-05-08,ARG,Argentina,90,Tucumán,ARS, 513780,ARS, 1132980,Noa,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5261,2015-10-16,ARG,Argentina,82,Santa Fe,ARS, 3200000,ARS, 6400000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5262,2016-01-15,ARG,Argentina,02,CABA,ARS, 3136000,ARS, 7136000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5263,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 3200000,ARS, 7920000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5264,2015-12-14,ARG,Argentina,02,CABA,ARS, 3199215,ARS, 6399215,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5265,2015-12-14,ARG,Argentina,02,CABA,ARS, 3200000,ARS, 7698000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5266,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 600000,ARS, 1200000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5268,2015-11-13,ARG,Argentina,74,San Luis,ARS, 100000,ARS, 282000,Cuyo,Naturales Y Exactas,Ciencia,OCT-Universidad
5269,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 600000,ARS, 3229467,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5270,2015-10-02,ARG,Argentina,06,Buenos Aires,ARS, 600000,ARS, 1320000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5271,2015-10-02,ARG,Argentina,82,Santa Fe,ARS, 600000,ARS, 1200000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5272,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 580000,ARS, 1180000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5274,2015-11-20,ARG,Argentina,02,CABA,ARS, 600000,ARS, 1200000,Pampeana,Médicas Y De La Salud,Ciencia,Entidad sin fines de lucro
5275,2015-12-03,ARG,Argentina,82,Santa Fe,ARS, 600000,ARS, 2760000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5276,2015-10-30,ARG,Argentina,06,Buenos Aires,ARS, 399660,ARS, 1769660,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5278,2016-01-15,ARG,Argentina,02,CABA,ARS, 495000,ARS, 1712853,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5279,2016-01-08,ARG,Argentina,02,CABA,ARS, 100000,ARS, 848800,Pampeana,Sociales,Ciencia,Organismo gubernamental de ciencia y tecnología
5280,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 598200,ARS, 2646156,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5282,2016-01-08,ARG,Argentina,02,CABA,ARS, 84000,ARS, 328000,Pampeana,Humanidades,Ciencia,Organismo gubernamental de ciencia y tecnología
5283,2015-10-30,ARG,Argentina,06,Buenos Aires,ARS, 99970,ARS, 341526,Pampeana,Agrícolas,Ciencia,Universidad o instituto universitario estatal
5284,2015-11-13,ARG,Argentina,58,Neuquén,ARS, 100000,ARS, 316000,Patagónica,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5285,2015-10-30,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1025000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5287,2016-01-08,ARG,Argentina,14,Córdoba,ARS, 160000,ARS, 457443,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5288,2016-01-08,ARG,Argentina,02,CABA,ARS, 600000,ARS, 1500000,Pampeana,Médicas Y De La Salud,Ciencia,Universidad o instituto universitario estatal
5289,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 600000,ARS, 1200000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5290,2016-01-08,ARG,Argentina,02,CABA,ARS, 228000,ARS, 492000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5291,2016-01-15,ARG,Argentina,02,CABA,ARS, 228000,ARS, 1179600,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5292,2016-01-08,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1711995,Pampeana,Médicas Y De La Salud,Ciencia,Organismo gubernamental de ciencia y tecnología
5293,2015-10-02,ARG,Argentina,82,Santa Fe,ARS, 438000,ARS, 871000,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5294,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 500000,ARS, 2000000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5295,2016-01-08,ARG,Argentina,02,CABA,ARS, 240000,ARS, 480000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5299,2016-01-08,ARG,Argentina,82,Santa Fe,ARS, 239800,ARS, 479800,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5300,2016-01-08,ARG,Argentina,02,CABA,ARS, 275555,ARS, 1342775,Pampeana,Sociales,Ciencia,Organismo gubernamental de ciencia y tecnología
5301,2016-01-15,ARG,Argentina,02,CABA,ARS, 600000,ARS, 1250000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5302,2015-11-20,ARG,Argentina,10,Catamarca,ARS, 171000,ARS, 498600,Noa,Humanidades,Ciencia,Universidad o instituto universitario estatal
5303,2015-11-20,ARG,Argentina,62,Río Negro,ARS, 88587,ARS, 195726,Patagónica,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5304,2015-10-30,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1000000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5306,2015-11-13,ARG,Argentina,14,Córdoba,ARS, 100000,ARS, 260000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5307,2016-01-08,ARG,Argentina,30,Entre Ríos,ARS, 100000,ARS, 580000,Pampeana,Sociales,Ciencia,Organismo gubernamental de ciencia y tecnología
5308,2016-01-08,ARG,Argentina,02,CABA,ARS, 180000,ARS, 819374,Pampeana,Sociales,Ciencia,Organismo gubernamental de ciencia y tecnología
5314,2015-10-02,ARG,Argentina,82,Santa Fe,ARS, 100000,ARS, 210000,Pampeana,Ingenierías Y Tecnologías,Ciencia,OCT-Universidad
5315,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 99800,ARS, 366800,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5316,2015-11-20,ARG,Argentina,62,Río Negro,ARS, 600000,ARS, 1705530,Patagónica,Naturales Y Exactas,Ciencia,OCT-Universidad
5317,2016-01-15,ARG,Argentina,02,CABA,ARS, 380000,ARS, 1116612,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
5318,2016-01-15,ARG,Argentina,02,CABA,ARS, 239000,ARS, 1901378,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5319,2016-01-15,ARG,Argentina,02,CABA,ARS, 300000,ARS, 660000,Pampeana,Sociales,Ciencia,OCT-Universidad
5320,2015-10-02,ARG,Argentina,90,Tucumán,ARS, 587200,ARS, 1553700,Noa,Agrícolas,Ciencia,Entidad sin fines de lucro
5321,2015-10-30,ARG,Argentina,06,Buenos Aires,ARS, 253000,ARS, 825000,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
5322,2015-10-30,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 385550,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5323,2015-10-02,ARG,Argentina,82,Santa Fe,ARS, 99800,ARS, 358400,Pampeana,Médicas Y De La Salud,Ciencia,Universidad o instituto universitario estatal
5324,2015-10-30,ARG,Argentina,74,San Luis,ARS, 600000,ARS, 2514000,Cuyo,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5325,2015-10-23,ARG,Argentina,02,CABA,ARS, 440000,ARS, 1040000,Pampeana,Médicas Y De La Salud,Ciencia,Entidad sin fines de lucro
5326,2016-01-08,ARG,Argentina,02,CABA,ARS, 500000,ARS, 2271246,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5327,2015-11-20,ARG,Argentina,62,Río Negro,ARS, 581000,ARS, 1193000,Patagónica,Naturales Y Exactas,Ciencia,OCT-Universidad
5330,2015-10-16,ARG,Argentina,50,Mendoza,ARS, 100000,ARS, 540522,Cuyo,Naturales Y Exactas,Ciencia,OCT-Universidad
5331,2015-10-16,ARG,Argentina,50,Mendoza,ARS, 500000,ARS, 2780000,Cuyo,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5332,2015-09-23,ARG,Argentina,02,CABA,ARS, 300000,ARS, 760000,Pampeana,Humanidades,Ciencia,Entidad sin fines de lucro
5333,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 500000,ARS, 1015000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5334,2016-01-15,ARG,Argentina,02,CABA,ARS, 499992,ARS, 1339992,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5335,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 484000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5336,2015-10-02,ARG,Argentina,82,Santa Fe,ARS, 400100,ARS, 1247290,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5337,2015-11-20,ARG,Argentina,62,Río Negro,ARS, 240000,ARS, 926400,Patagónica,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5338,2016-02-26,ARG,Argentina,14,Córdoba,ARS, 240000,ARS, 480000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
5340,2016-01-08,ARG,Argentina,02,CABA,ARS, 240000,ARS, 480000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5342,2016-01-15,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1420669,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5343,2015-10-16,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 1979272,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
5344,2016-01-15,ARG,Argentina,02,CABA,ARS, 500000,ARS, 1880000,Pampeana,Médicas Y De La Salud,Ciencia,Otras dependencias conjuntas
5345,2015-12-03,ARG,Argentina,90,Tucumán,ARS, 95000,ARS, 95000,Noa,Humanidades,Ciencia,OCT-Universidad
5346,2015-10-30,ARG,Argentina,06,Buenos Aires,ARS, 100000,ARS, 308375,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5347,2015-11-13,ARG,Argentina,14,Córdoba,ARS, 88500,ARS, 439700,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5348,2015-11-13,ARG,Argentina,06,Buenos Aires,ARS, 500000,ARS, 1112000,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
5349,2016-01-08,ARG,Argentina,06,Buenos Aires,ARS, 240000,ARS, 734580,Pampeana,Naturales Y Exactas,Ciencia,Otras dependencias conjuntas
5350,2015-11-06,ARG,Argentina,14,Córdoba,ARS, 100000,ARS, 781340,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
5351,2015-11-13,ARG,Argentina,82,Santa Fe,ARS, 500000,ARS, 1000000,Pampeana,Agrícolas,Ciencia,OCT-Universidad
5352,2015-10-30,ARG,Argentina,02,CABA,ARS, 100000,ARS, 200000,Pampeana,Naturales Y Exactas,Ciencia,Organismo gubernamental de ciencia y tecnología
5353,2015-11-06,ARG,Argentina,14,Córdoba,ARS, 510000,ARS, 1260000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
5354,2015-10-23,ARG,Argentina,06,Buenos Aires,ARS, 95360,ARS, 351420,Pampeana,Humanidades,Ciencia,Universidad o instituto universitario estatal
