proyecto_id,fecha_inicio,pais_id,pais,provincia_id,provincia_de_ejecución,moneda_monto_financiado,monto_financiado,moneda_monto_total,monto_total,region_de_ejecucion,gran_area_conocimiento,tipo_proyecto_cyt,tipo_organizacion_ejec
1,2014-02-24,ARG,Argentina,02,CABA,ARS, 4350000,ARS, 7250000,Pampeana,,Tecnología e Innovación,Organismo gubernamental de ciencia y tecnología
3,2015-11-18,ARG,Argentina,18,Corrientes,ARS, 19998933,ARS, 24998924,Nea,,Tecnología e Innovación,Consorcio público
3,2015-11-18,ARG,Argentina,42,La Pampa,ARS, 19998933,ARS, 24998924,Pampeana,,Tecnología e Innovación,Consorcio público
4,2015-03-27,ARG,Argentina,18,Corrientes,ARS, 2707100,ARS, 3383875,Nea,,Tecnología e Innovación,Consorcio público-privado
4,2015-03-27,ARG,Argentina,34,Formosa,ARS, 2707100,ARS, 3383875,Nea,,Tecnología e Innovación,Consorcio público-privado
5,2015-09-16,ARG,Argentina,06,Buenos Aires,ARS, 13496000,ARS, 30698640,Pampeana,,Tecnología e Innovación,Empresa
6,2015-03-11,ARG,Argentina,26,Chubut,ARS, 6135200,ARS, 7690066,Patagónica,,Tecnología e Innovación,Consorcio privado
7,2015-09-16,ARG,Argentina,90,Tucumán,ARS, 19745929,ARS, 24714673,Noa,,Tecnología e Innovación,Empresa
8,2015-06-01,ARG,Argentina,06,Buenos Aires,ARS, 40000000,ARS, 50000000,Pampeana,,Tecnología e Innovación,Universidad o instituto universitario estatal
9,2015-12-04,ARG,Argentina,14,Córdoba,ARS, 38101999,ARS, 49901505,Pampeana,,Tecnología e Innovación,Empresa
10,2015-03-27,ARG,Argentina,18,Corrientes,ARS, 6106876,ARS, 7716340,Nea,,Tecnología e Innovación,Persona física
10,2015-03-27,ARG,Argentina,34,Formosa,ARS, 6106876,ARS, 7716340,Nea,,Tecnología e Innovación,Persona física
11,2015-03-31,ARG,Argentina,06,Buenos Aires,ARS, 10006533,ARS, 12508166,Pampeana,,Tecnología e Innovación,Consorcio público-privado
12,2015-10-27,ARG,Argentina,06,Buenos Aires,ARS, 39544940,ARS, 49949891,Pampeana,,Tecnología e Innovación,Universidad o instituto universitario estatal
13,2015-10-16,ARG,Argentina,62,Río Negro,ARS, 39999900,ARS, 51425463,Patagónica,,Tecnología e Innovación,Empresa
14,2015-11-16,ARG,Argentina,62,Río Negro,ARS, 39999998,ARS, 49999998,Patagónica,,Tecnología e Innovación,Universidad o instituto universitario estatal
15,2015-09-09,ARG,Argentina,06,Buenos Aires,ARS, 14150000,ARS, 18726988,Pampeana,,Tecnología e Innovación,Empresa
16,2015-12-03,ARG,Argentina,02,CABA,ARS, 26356899,ARS, 37680899,Pampeana,,Tecnología e Innovación,Entidad administrativa de gobierno
17,2015-10-23,ARG,Argentina,50,Mendoza,ARS, 7060988,ARS, 9056084,Cuyo,,Tecnología e Innovación,Consorcio público-privado
18,2015-12-09,ARG,Argentina,30,Entre Ríos,ARS, 36523100,ARS, 46068100,Pampeana,,Tecnología e Innovación,Universidad o instituto universitario estatal
19,2015-10-01,ARG,Argentina,02,CABA,ARS, 20394968,ARS, 25800000,Pampeana,,Tecnología e Innovación,Empresa
20,2015-09-16,ARG,Argentina,90,Tucumán,ARS, 18702020,ARS, 23653236,Noa,,Tecnología e Innovación,Universidad o instituto universitario estatal
21,2015-04-28,ARG,Argentina,14,Córdoba,ARS, 11605465,ARS, 14506831,Pampeana,,Tecnología e Innovación,Consorcio público-privado
22,2015-10-23,ARG,Argentina,50,Mendoza,ARS, 31811300,ARS, 49043264,Cuyo,,Tecnología e Innovación,Universidad o instituto universitario estatal
23,2015-04-17,ARG,Argentina,06,Buenos Aires,ARS, 3989855,ARS, 4987319,Pampeana,,Tecnología e Innovación,Consorcio público-privado
23,2015-04-17,ARG,Argentina,02,CABA,ARS, 3989855,ARS, 4987319,Pampeana,,Tecnología e Innovación,Consorcio público-privado
23,2015-04-17,ARG,Argentina,50,Mendoza,ARS, 3989855,ARS, 4987319,Cuyo,,Tecnología e Innovación,Consorcio público-privado
24,2015-11-30,ARG,Argentina,94,Tierra Del Fuego,ARS, 39599200,ARS, 50082800,Patagónica,,Tecnología e Innovación,Empresa
25,2015-11-09,ARG,Argentina,06,Buenos Aires,ARS, 39957393,ARS, 50307570,Pampeana,,Tecnología e Innovación,Universidad o instituto universitario estatal
26,2015-09-03,ARG,Argentina,18,Corrientes,ARS, 2076716,ARS, 2595895,Nea,,Tecnología e Innovación,Consorcio público-privado
26,2015-09-03,ARG,Argentina,82,Santa Fe,ARS, 2076716,ARS, 2595895,Pampeana,,Tecnología e Innovación,Consorcio público-privado
27,2015-10-15,ARG,Argentina,58,Neuquén,ARS, 19609800,ARS, 24921868,Patagónica,,Tecnología e Innovación,Empresa
28,2015-07-02,ARG,Argentina,06,Buenos Aires,ARS, 19289364,ARS, 24999351,Pampeana,,Tecnología e Innovación,Consorcio privado
28,2015-07-02,ARG,Argentina,74,San Luis,ARS, 19289364,ARS, 24999351,Cuyo,,Tecnología e Innovación,Consorcio privado
29,2015-10-05,ARG,Argentina,86,Santiago Del Estero,ARS, 13802000,ARS, 17410760,Noa,,Tecnología e Innovación,Universidad o instituto universitario estatal
30,2015-05-08,ARG,Argentina,06,Buenos Aires,ARS, 6461234,ARS, 8076542,Pampeana,,Tecnología e Innovación,Consorcio público-privado
30,2015-05-08,ARG,Argentina,50,Mendoza,ARS, 6461234,ARS, 8076542,Cuyo,,Tecnología e Innovación,Consorcio público-privado
31,2012-06-18,ARG,Argentina,38,Jujuy,ARS, 4856000,ARS, 9765800,Noa,,Tecnología e Innovación,Empresa
32,2012-03-22,ARG,Argentina,06,Buenos Aires,ARS, 1412664,ARS, 2963316,Pampeana,,Tecnología e Innovación,Consorcio público-privado
32,2012-03-22,ARG,Argentina,02,CABA,ARS, 1412664,ARS, 2963316,Pampeana,,Tecnología e Innovación,Consorcio público-privado
32,2012-03-22,ARG,Argentina,14,Córdoba,ARS, 1412664,ARS, 2963316,Pampeana,,Tecnología e Innovación,Consorcio público-privado
33,2011-12-22,ARG,Argentina,02,CABA,ARS, 12293673,ARS, 27132889,Pampeana,,Tecnología e Innovación,Consorcio público-privado
34,2011-12-01,ARG,Argentina,06,Buenos Aires,ARS, 3297840,ARS, 8668096,Pampeana,,Tecnología e Innovación,Consorcio público-privado
34,2011-12-01,ARG,Argentina,50,Mendoza,ARS, 3297840,ARS, 8668096,Cuyo,,Tecnología e Innovación,Consorcio público-privado
34,2011-12-01,ARG,Argentina,74,San Luis,ARS, 3297840,ARS, 8668096,Cuyo,,Tecnología e Innovación,Consorcio público-privado
35,2011-12-01,ARG,Argentina,06,Buenos Aires,ARS, 1264170,ARS, 3285557,Pampeana,,Tecnología e Innovación,Consorcio público-privado
35,2011-12-01,ARG,Argentina,02,CABA,ARS, 1264170,ARS, 3285557,Pampeana,,Tecnología e Innovación,Consorcio público-privado
35,2011-12-01,ARG,Argentina,50,Mendoza,ARS, 1264170,ARS, 3285557,Cuyo,,Tecnología e Innovación,Consorcio público-privado
36,2013-07-12,ARG,Argentina,06,Buenos Aires,ARS, 3393600,ARS, 7777885,Pampeana,,Tecnología e Innovación,Consorcio público-privado
36,2013-07-12,ARG,Argentina,02,CABA,ARS, 3393600,ARS, 7777885,Pampeana,,Tecnología e Innovación,Consorcio público-privado
36,2013-07-12,ARG,Argentina,10,Catamarca,ARS, 3393600,ARS, 7777885,Noa,,Tecnología e Innovación,Consorcio público-privado
37,2013-09-18,ARG,Argentina,02,CABA,ARS, 2235192,ARS, 3200808,Pampeana,,Tecnología e Innovación,Consorcio público-privado
37,2013-09-18,ARG,Argentina,38,Jujuy,ARS, 2235192,ARS, 3200808,Noa,,Tecnología e Innovación,Consorcio público-privado
38,2013-08-06,ARG,Argentina,06,Buenos Aires,ARS, 1892879,ARS, 2500306,Pampeana,,Tecnología e Innovación,Consorcio público-privado
38,2013-08-06,ARG,Argentina,02,CABA,ARS, 1892879,ARS, 2500306,Pampeana,,Tecnología e Innovación,Consorcio público-privado
38,2013-08-06,ARG,Argentina,50,Mendoza,ARS, 1892879,ARS, 2500306,Cuyo,,Tecnología e Innovación,Consorcio público-privado
39,2013-07-29,ARG,Argentina,02,CABA,ARS, 2708780,ARS, 3448687,Pampeana,,Tecnología e Innovación,Consorcio público-privado
39,2013-07-29,ARG,Argentina,62,Río Negro,ARS, 2708780,ARS, 3448687,Patagónica,,Tecnología e Innovación,Consorcio público-privado
40,2013-09-18,ARG,Argentina,06,Buenos Aires,ARS, 3199647,ARS, 3999984,Pampeana,,Tecnología e Innovación,Organismo gubernamental de ciencia y tecnología
40,2013-09-18,ARG,Argentina,02,CABA,ARS, 3199647,ARS, 3999984,Pampeana,,Tecnología e Innovación,Organismo gubernamental de ciencia y tecnología
41,2014-06-12,ARG,Argentina,02,CABA,ARS, 8729300,ARS, 17519200,Pampeana,,Tecnología e Innovación,Consorcio público-privado
41,2014-06-12,ARG,Argentina,14,Córdoba,ARS, 8729300,ARS, 17519200,Pampeana,,Tecnología e Innovación,Consorcio público-privado
42,2013-05-08,ARG,Argentina,06,Buenos Aires,ARS, 726700,ARS, 1982300,Pampeana,,Tecnología e Innovación,Consorcio público-privado
42,2013-05-08,ARG,Argentina,02,CABA,ARS, 726700,ARS, 1982300,Pampeana,,Tecnología e Innovación,Consorcio público-privado
43,2013-06-28,ARG,Argentina,14,Córdoba,ARS, 6141268,ARS, 12297471,Pampeana,,Tecnología e Innovación,Consorcio privado
44,2013-03-07,ARG,Argentina,90,Tucumán,ARS, 17090000,ARS, 34191035,Noa,,Tecnología e Innovación,Consorcio privado
45,2013-02-21,ARG,Argentina,02,CABA,ARS, 8601750,ARS, 17410180,Pampeana,,Tecnología e Innovación,Consorcio público-privado
45,2013-02-21,ARG,Argentina,14,Córdoba,ARS, 8601750,ARS, 17410180,Pampeana,,Tecnología e Innovación,Consorcio público-privado
46,2013-08-26,ARG,Argentina,54,Misiones,ARS, 17466751,ARS, 34980605,Nea,,Tecnología e Innovación,Consorcio público-privado
47,2013-04-23,ARG,Argentina,82,Santa Fe,ARS, 4273000,ARS, 8546002,Pampeana,,Tecnología e Innovación,Persona física
48,2013-07-18,ARG,Argentina,50,Mendoza,ARS, 7696127,ARS, 15396157,Cuyo,,Tecnología e Innovación,Consorcio público-privado
48,2013-07-18,ARG,Argentina,70,San Juan,ARS, 7696127,ARS, 15396157,Cuyo,,Tecnología e Innovación,Consorcio público-privado
49,2013-12-18,ARG,Argentina,06,Buenos Aires,ARS, 23594496,ARS, 47980956,Pampeana,,Tecnología e Innovación,Consorcio público-privado
50,2013-12-13,ARG,Argentina,06,Buenos Aires,ARS, 7411202,ARS, 14860172,Pampeana,,Tecnología e Innovación,Consorcio público-privado
50,2013-12-13,ARG,Argentina,58,Neuquén,ARS, 7411202,ARS, 14860172,Patagónica,,Tecnología e Innovación,Consorcio público-privado
50,2013-12-13,ARG,Argentina,62,Río Negro,ARS, 7411202,ARS, 14860172,Patagónica,,Tecnología e Innovación,Consorcio público-privado
51,2014-03-28,ARG,Argentina,26,Chubut,ARS, 23934020,ARS, 47913860,Patagónica,,Tecnología e Innovación,Universidad o instituto universitario estatal
52,2014-01-24,ARG,Argentina,06,Buenos Aires,ARS, 6162613,ARS, 12336988,Pampeana,,Tecnología e Innovación,Organismo gubernamental de ciencia y tecnología
53,2013-11-28,ARG,Argentina,06,Buenos Aires,ARS, 2890000,ARS, 5780887,Pampeana,,Tecnología e Innovación,Consorcio público-privado
53,2013-11-28,ARG,Argentina,82,Santa Fe,ARS, 2890000,ARS, 5780887,Pampeana,,Tecnología e Innovación,Consorcio público-privado
54,2014-01-16,ARG,Argentina,50,Mendoza,ARS, 23606640,ARS, 47278086,Cuyo,,Tecnología e Innovación,Consorcio público-privado
55,2015-10-29,ARG,Argentina,06,Buenos Aires,ARS, 10209940,ARS, 17034670,Pampeana,,Tecnología e Innovación,Consorcio público
55,2015-10-29,ARG,Argentina,02,CABA,ARS, 10209940,ARS, 17034670,Pampeana,,Tecnología e Innovación,Consorcio público
56,2015-02-19,ARG,Argentina,06,Buenos Aires,ARS, 12000000,ARS, 20000000,Pampeana,,Tecnología e Innovación,Consorcio público-privado
56,2015-02-19,ARG,Argentina,02,CABA,ARS, 12000000,ARS, 20000000,Pampeana,,Tecnología e Innovación,Consorcio público-privado
57,2015-03-10,ARG,Argentina,06,Buenos Aires,ARS, 4889724,ARS, 8149799,Pampeana,,Tecnología e Innovación,Consorcio público-privado
57,2015-03-10,ARG,Argentina,02,CABA,ARS, 4889724,ARS, 8149799,Pampeana,,Tecnología e Innovación,Consorcio público-privado
59,2015-02-03,ARG,Argentina,22,Chaco,ARS, 5370208,ARS, 9000000,Nea,,Tecnología e Innovación,Persona física
61,2011-12-29,ARG,Argentina,02,CABA,ARS, 2535522,ARS, 5831682,Pampeana,,Tecnología e Innovación,Consorcio público-privado
62,2012-01-17,ARG,Argentina,02,CABA,ARS, 2348830,ARS, 4848684,Pampeana,,Tecnología e Innovación,Consorcio público
63,2012-03-08,ARG,Argentina,06,Buenos Aires,ARS, 1567267,ARS, 3754503,Pampeana,,Tecnología e Innovación,Consorcio público-privado
63,2012-03-08,ARG,Argentina,02,CABA,ARS, 1567267,ARS, 3754503,Pampeana,,Tecnología e Innovación,Consorcio público-privado
64,2012-12-19,ARG,Argentina,06,Buenos Aires,ARS, 2678750,ARS, 5596690,Pampeana,,Tecnología e Innovación,Consorcio público-privado
64,2012-12-19,ARG,Argentina,02,CABA,ARS, 2678750,ARS, 5596690,Pampeana,,Tecnología e Innovación,Consorcio público-privado
65,2012-03-08,ARG,Argentina,06,Buenos Aires,ARS, 2656753,ARS, 5597691,Pampeana,,Tecnología e Innovación,Consorcio público-privado
65,2012-03-08,ARG,Argentina,02,CABA,ARS, 2656753,ARS, 5597691,Pampeana,,Tecnología e Innovación,Consorcio público-privado
66,2011-12-05,ARG,Argentina,82,Santa Fe,ARS, 2333643,ARS, 4793481,Pampeana,,Tecnología e Innovación,Universidad o instituto universitario estatal
67,2014-08-11,ARG,Argentina,82,Santa Fe,ARS, 24226261,ARS, 40377110,Pampeana,,Tecnología e Innovación,Consorcio público-privado
68,2014-07-22,ARG,Argentina,02,CABA,ARS, 29980700,ARS, 50000000,Pampeana,,Tecnología e Innovación,Organismo gubernamental de ciencia y tecnología
69,2014-08-12,ARG,Argentina,02,CABA,ARS, 27610000,ARS, 46535000,Pampeana,,Tecnología e Innovación,Consorcio público
70,2014-06-11,ARG,Argentina,06,Buenos Aires,ARS, 29625000,ARS, 49951742,Pampeana,,Tecnología e Innovación,Consorcio público
71,2014-07-01,ARG,Argentina,82,Santa Fe,ARS, 23373000,ARS, 39194844,Pampeana,,Tecnología e Innovación,Consorcio público-privado
72,2014-12-30,ARG,Argentina,02,CABA,ARS, 7499999,ARS, 12499999,Pampeana,,Tecnología e Innovación,Consorcio público-privado
72,2014-12-30,ARG,Argentina,66,Salta,ARS, 7499999,ARS, 12499999,Noa,,Tecnología e Innovación,Consorcio público-privado
72,2014-12-30,ARG,Argentina,82,Santa Fe,ARS, 7499999,ARS, 12499999,Pampeana,,Tecnología e Innovación,Consorcio público-privado
72,2014-12-30,ARG,Argentina,90,Tucumán,ARS, 7499999,ARS, 12499999,Noa,,Tecnología e Innovación,Consorcio público-privado
73,2015-05-04,ARG,Argentina,90,Tucumán,ARS, 24854049,ARS, 42348464,Noa,,Tecnología e Innovación,Empresa
74,2014-12-29,ARG,Argentina,82,Santa Fe,ARS, 3756000,ARS, 6260100,Pampeana,,Tecnología e Innovación,Consorcio público-privado
75,2015-06-18,ARG,Argentina,06,Buenos Aires,ARS, 10110800,ARS, 16967864,Pampeana,,Tecnología e Innovación,Consorcio público-privado
75,2015-06-18,ARG,Argentina,02,CABA,ARS, 10110800,ARS, 16967864,Pampeana,,Tecnología e Innovación,Consorcio público-privado
76,2015-05-13,ARG,Argentina,06,Buenos Aires,ARS, 8736000,ARS, 14604426,Pampeana,,Tecnología e Innovación,Consorcio público-privado
76,2015-05-13,ARG,Argentina,02,CABA,ARS, 8736000,ARS, 14604426,Pampeana,,Tecnología e Innovación,Consorcio público-privado
77,2015-02-26,ARG,Argentina,06,Buenos Aires,ARS, 24865444,ARS, 43143470,Pampeana,,Tecnología e Innovación,Consorcio público-privado
78,2015-09-09,ARG,Argentina,14,Córdoba,ARS, 9970520,ARS, 21166697,Pampeana,,Tecnología e Innovación,Empresa
79,2015-06-24,ARG,Argentina,82,Santa Fe,ARS, 15742229,ARS, 26242959,Pampeana,,Tecnología e Innovación,Empresa
80,2014-12-11,ARG,Argentina,02,CABA,ARS, 15000000,ARS, 25000000,Pampeana,,Tecnología e Innovación,Consorcio público-privado
80,2014-12-11,ARG,Argentina,14,Córdoba,ARS, 15000000,ARS, 25000000,Pampeana,,Tecnología e Innovación,Consorcio público-privado
81,2015-03-20,ARG,Argentina,02,CABA,ARS, 19555220,ARS, 32624366,Pampeana,,Tecnología e Innovación,Consorcio público-privado
82,2015-04-28,ARG,Argentina,06,Buenos Aires,ARS, 13345010,ARS, 24017210,Pampeana,,Tecnología e Innovación,Empresa
83,2014-12-17,ARG,Argentina,82,Santa Fe,ARS, 16586501,ARS, 28082139,Pampeana,,Tecnología e Innovación,Universidad o instituto universitario estatal
84,2013-07-04,ARG,Argentina,02,CABA,ARS, 37200000,ARS, 46500000,Pampeana,,Tecnología e Innovación,Organismo gubernamental de ciencia y tecnología
85,2015-02-26,ARG,Argentina,06,Buenos Aires,ARS, 4999629,ARS, 7146708,Pampeana,,Tecnología e Innovación,Consorcio público-privado
85,2015-02-26,ARG,Argentina,02,CABA,ARS, 4999629,ARS, 7146708,Pampeana,,Tecnología e Innovación,Consorcio público-privado
85,2015-02-26,ARG,Argentina,14,Córdoba,ARS, 4999629,ARS, 7146708,Pampeana,,Tecnología e Innovación,Consorcio público-privado
86,2014-07-22,ARG,Argentina,02,CABA,ARS, 14677097,ARS, 20981677,Pampeana,,Tecnología e Innovación,Consorcio público-privado
87,2014-07-16,ARG,Argentina,06,Buenos Aires,ARS, 14998755,ARS, 21495711,Pampeana,,Tecnología e Innovación,Consorcio público-privado
88,2015-01-09,ARG,Argentina,02,CABA,ARS, 14986552,ARS, 21671017,Pampeana,,Tecnología e Innovación,Consorcio público-privado
89,2014-08-28,ARG,Argentina,02,CABA,ARS, 14960336,ARS, 21460332,Pampeana,,Tecnología e Innovación,Entidad sin fines de lucro
90,2014-10-03,ARG,Argentina,02,CABA,ARS, 7500000,ARS, 10749968,Pampeana,,Tecnología e Innovación,Consorcio público-privado
90,2014-10-03,ARG,Argentina,14,Córdoba,ARS, 7500000,ARS, 10749968,Pampeana,,Tecnología e Innovación,Consorcio público-privado
91,2014-09-30,ARG,Argentina,02,CABA,ARS, 14999550,ARS, 21498750,Pampeana,,Tecnología e Innovación,Consorcio público-privado
92,2012-05-31,ARG,Argentina,06,Buenos Aires,ARS, 2080216,ARS, 6977889,Pampeana,,Tecnología e Innovación,Consorcio público-privado
92,2012-05-31,ARG,Argentina,18,Corrientes,ARS, 2080216,ARS, 6977889,Nea,,Tecnología e Innovación,Consorcio público-privado
92,2012-05-31,ARG,Argentina,82,Santa Fe,ARS, 2080216,ARS, 6977889,Pampeana,,Tecnología e Innovación,Consorcio público-privado
93,2011-09-08,ARG,Argentina,02,CABA,ARS, 2999539,ARS, 6872218,Pampeana,,Tecnología e Innovación,Consorcio público-privado
93,2011-09-08,ARG,Argentina,82,Santa Fe,ARS, 2999539,ARS, 6872218,Pampeana,,Tecnología e Innovación,Consorcio público-privado
94,2011-09-05,ARG,Argentina,06,Buenos Aires,ARS, 2333333,ARS, 5596333,Pampeana,,Tecnología e Innovación,Consorcio público-privado
94,2011-09-05,ARG,Argentina,02,CABA,ARS, 2333333,ARS, 5596333,Pampeana,,Tecnología e Innovación,Consorcio público-privado
94,2011-09-05,ARG,Argentina,82,Santa Fe,ARS, 2333333,ARS, 5596333,Pampeana,,Tecnología e Innovación,Consorcio público-privado
95,2011-09-30,ARG,Argentina,14,Córdoba,ARS, 3652437,ARS, 8955567,Pampeana,,Tecnología e Innovación,Consorcio privado
96,2011-09-07,ARG,Argentina,06,Buenos Aires,ARS, 1429918,ARS, 3434258,Pampeana,,Tecnología e Innovación,Consorcio público-privado
96,2011-09-07,ARG,Argentina,02,CABA,ARS, 1429918,ARS, 3434258,Pampeana,,Tecnología e Innovación,Consorcio público-privado
96,2011-09-07,ARG,Argentina,82,Santa Fe,ARS, 1429918,ARS, 3434258,Pampeana,,Tecnología e Innovación,Consorcio público-privado
97,2011-02-22,ARG,Argentina,06,Buenos Aires,ARS, 10107762,ARS, 15808000,Pampeana,,Tecnología e Innovación,Consorcio público-privado
97,2011-02-22,ARG,Argentina,02,CABA,ARS, 10107762,ARS, 15808000,Pampeana,,Tecnología e Innovación,Consorcio público-privado
98,2011-01-06,ARG,Argentina,82,Santa Fe,ARS, 26341388,ARS, 37748957,Pampeana,,Tecnología e Innovación,Universidad o instituto universitario estatal
99,2011-04-12,ARG,Argentina,02,CABA,ARS, 21286026,ARS, 30665154,Pampeana,,Tecnología e Innovación,Entidad sin fines de lucro
100,2011-06-08,ARG,Argentina,06,Buenos Aires,ARS, 1033333,ARS, 1476357,Pampeana,,Tecnología e Innovación,Consorcio público-privado
100,2011-06-08,ARG,Argentina,02,CABA,ARS, 1033333,ARS, 1476357,Pampeana,,Tecnología e Innovación,Consorcio público-privado
100,2011-06-08,ARG,Argentina,22,Chaco,ARS, 1033333,ARS, 1476357,Nea,,Tecnología e Innovación,Consorcio público-privado
101,2011-06-03,ARG,Argentina,06,Buenos Aires,ARS, 1400000,ARS, 2098219,Pampeana,,Tecnología e Innovación,Consorcio público-privado
101,2011-06-03,ARG,Argentina,02,CABA,ARS, 1400000,ARS, 2098219,Pampeana,,Tecnología e Innovación,Consorcio público-privado
102,2011-06-28,ARG,Argentina,06,Buenos Aires,ARS, 3700000,ARS, 5285714,Pampeana,,Tecnología e Innovación,Consorcio público-privado
102,2011-06-28,ARG,Argentina,02,CABA,ARS, 3700000,ARS, 5285714,Pampeana,,Tecnología e Innovación,Consorcio público-privado
102,2011-06-28,ARG,Argentina,82,Santa Fe,ARS, 3700000,ARS, 5285714,Pampeana,,Tecnología e Innovación,Consorcio público-privado
103,2011-06-28,ARG,Argentina,06,Buenos Aires,ARS, 4871100,ARS, 6833131,Pampeana,,Tecnología e Innovación,Consorcio público-privado
103,2011-06-28,ARG,Argentina,02,CABA,ARS, 4871100,ARS, 6833131,Pampeana,,Tecnología e Innovación,Consorcio público-privado
104,2011-07-26,ARG,Argentina,06,Buenos Aires,ARS, 1598500,ARS, 2768508,Pampeana,,Tecnología e Innovación,Consorcio público-privado
104,2011-07-26,ARG,Argentina,02,CABA,ARS, 1598500,ARS, 2768508,Pampeana,,Tecnología e Innovación,Consorcio público-privado
105,2011-05-30,ARG,Argentina,06,Buenos Aires,ARS, 2355168,ARS, 3064901,Pampeana,,Tecnología e Innovación,Consorcio público-privado
105,2011-05-30,ARG,Argentina,14,Córdoba,ARS, 2355168,ARS, 3064901,Pampeana,,Tecnología e Innovación,Consorcio público-privado
105,2011-05-30,ARG,Argentina,66,Salta,ARS, 2355168,ARS, 3064901,Noa,,Tecnología e Innovación,Consorcio público-privado
106,2011-07-26,ARG,Argentina,06,Buenos Aires,ARS, 6522577,ARS, 10778193,Pampeana,,Tecnología e Innovación,Consorcio público-privado
106,2011-07-26,ARG,Argentina,02,CABA,ARS, 6522577,ARS, 10778193,Pampeana,,Tecnología e Innovación,Consorcio público-privado
107,2011-05-19,ARG,Argentina,06,Buenos Aires,ARS, 3313195,ARS, 4457430,Pampeana,,Tecnología e Innovación,Consorcio público-privado
107,2011-05-19,ARG,Argentina,02,CABA,ARS, 3313195,ARS, 4457430,Pampeana,,Tecnología e Innovación,Consorcio público-privado
108,2011-10-20,ARG,Argentina,06,Buenos Aires,ARS, 4653589,ARS, 8235037,Pampeana,,Tecnología e Innovación,Consorcio público-privado
108,2011-10-20,ARG,Argentina,02,CABA,ARS, 4653589,ARS, 8235037,Pampeana,,Tecnología e Innovación,Consorcio público-privado
108,2011-10-20,ARG,Argentina,94,Tierra Del Fuego,ARS, 4653589,ARS, 8235037,Patagónica,,Tecnología e Innovación,Consorcio público-privado
109,2012-08-10,ARG,Argentina,06,Buenos Aires,ARS, 2140733,ARS, 4128066,Pampeana,,Tecnología e Innovación,Consorcio privado
109,2012-08-10,ARG,Argentina,02,CABA,ARS, 2140733,ARS, 4128066,Pampeana,,Tecnología e Innovación,Consorcio privado
109,2012-08-10,ARG,Argentina,82,Santa Fe,ARS, 2140733,ARS, 4128066,Pampeana,,Tecnología e Innovación,Consorcio privado
110,2011-05-17,ARG,Argentina,02,CABA,ARS, 7702572,ARS, 11183661,Pampeana,,Tecnología e Innovación,Consorcio público-privado
110,2011-05-17,ARG,Argentina,82,Santa Fe,ARS, 7702572,ARS, 11183661,Pampeana,,Tecnología e Innovación,Consorcio público-privado
111,2011-08-18,ARG,Argentina,06,Buenos Aires,ARS, 9457682,ARS, 17027589,Pampeana,,Tecnología e Innovación,Consorcio público-privado
111,2011-08-18,ARG,Argentina,02,CABA,ARS, 9457682,ARS, 17027589,Pampeana,,Tecnología e Innovación,Consorcio público-privado
112,2011-06-21,ARG,Argentina,06,Buenos Aires,ARS, 4110359,ARS, 10525708,Pampeana,,Tecnología e Innovación,Consorcio público-privado
112,2011-06-21,ARG,Argentina,02,CABA,ARS, 4110359,ARS, 10525708,Pampeana,,Tecnología e Innovación,Consorcio público-privado
112,2011-06-21,ARG,Argentina,90,Tucumán,ARS, 4110359,ARS, 10525708,Noa,,Tecnología e Innovación,Consorcio público-privado
113,2011-07-04,ARG,Argentina,,,ARS, 4786216,ARS, 8239496,,,Tecnología e Innovación,Persona física
113,2011-07-04,ARG,Argentina,14,Córdoba,ARS, 4786216,ARS, 8239496,Pampeana,,Tecnología e Innovación,Persona física
114,2011-10-20,ARG,Argentina,06,Buenos Aires,ARS, 3463076,ARS, 5771794,Pampeana,,Tecnología e Innovación,Consorcio público-privado
114,2011-10-20,ARG,Argentina,02,CABA,ARS, 3463076,ARS, 5771794,Pampeana,,Tecnología e Innovación,Consorcio público-privado
114,2011-10-20,ARG,Argentina,14,Córdoba,ARS, 3463076,ARS, 5771794,Pampeana,,Tecnología e Innovación,Consorcio público-privado
114,2011-10-20,ARG,Argentina,62,Río Negro,ARS, 3463076,ARS, 5771794,Patagónica,,Tecnología e Innovación,Consorcio público-privado
114,2011-10-20,ARG,Argentina,70,San Juan,ARS, 3463076,ARS, 5771794,Cuyo,,Tecnología e Innovación,Consorcio público-privado
115,2011-11-23,ARG,Argentina,02,CABA,ARS, 34012514,ARS, 93259055,Pampeana,,Tecnología e Innovación,Entidad administrativa de gobierno
117,2012-10-19,ARG,Argentina,14,Córdoba,ARS, 47900,ARS, 167900,Pampeana,Naturales Y Exactas,Ciencia,Universidad o instituto universitario estatal
128,2012-10-19,ARG,Argentina,02,CABA,ARS, 120000,ARS, 588000,Pampeana,Ingenierías Y Tecnologías,Ciencia,Universidad o instituto universitario estatal
133,2013-12-04,ARG,Argentina,82,Santa Fe,ARS, 156000,ARS, 156000,Pampeana,Naturales Y Exactas,Ciencia,OCT-Universidad
134,2013-10-09,ARG,Argentina,06,Buenos Aires,ARS, 343200,ARS, 982200,Pampeana,Agrícolas,Ciencia,Organismo gubernamental de ciencia y tecnología
138,2014-01-08,ARG,Argentina,02,CABA,ARS, 150000,ARS, 450000,Pampeana,Médicas Y De La Salud,Ciencia,OCT-Universidad
139,2014-02-14,ARG,Argentina,02,CABA,ARS, 198120,ARS, 419120,Pampeana,Sociales,Ciencia,Universidad o instituto universitario estatal
