proyecto_id,empresa,pais_id,pais,provincia_id,provincia,tipo_de_proyecto,fecha_inicio
7636,10 PINES S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-09-06
10586,2M INGENIERIA SRL,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2010-07-26
6488,3 MC S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-06-20
6254,3 MC S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-09-20
9690,3 MC S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-03-04
6916,3 MC S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2016-02-24
13162,3 MG S.A.,ARG,Argentina,70,San Juan,Tecnología e Innovación,2013-01-10
10446,35 MM S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-08-11
6400,4R SOLUCIONES S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2013-10-11
7786,7HS S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-07-04
7727,"8KSOFT DE CELESTE JUAN PABLO, MOYA MARIO S.H",ARG,Argentina,58,Neuquén,Tecnología e Innovación,2012-06-29
6772,@R-TECH S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-08-22
8728,A 4 BANDAS MEDIA S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-02-21
6347,A&J SISTEMAS S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2013-02-28
11887,A. L. COMPUTACION Y SISTEMAS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2006-06-05
9894,A. L. COMPUTACION Y SISTEMAS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2009-09-24
6193,A. L. COMPUTACION Y SISTEMAS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-08-03
9033,A. L. COMPUTACION Y SISTEMAS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-11-12
12891,A.G. MATRIMAX S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-08-08
11231,AADEE S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-03-08
106,AADEE S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-07-26
10817,AADEE S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-07-24
9543,ABAKO CONSULTORES ASOCIADOS SRL,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2007-02-27
6777,ABAKOS S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2014-08-25
9110,ABASTELEC S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2006-11-06
6436,ABC CONSULTING SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-07-08
6011,ABC CONSULTING SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-12-02
8191,ABEL L. ZUBELDIA S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2008-12-17
11962,ABERTURAS SAN EDUARDO ALBERDI S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-09-30
11380,ABRINCO S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-12-16
6651,ABSTI S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-02-02
9781,ABSTI S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-09-01
6469,ABSTI S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-10-13
10743,ABSTI S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-11-01
6196,ACCEDRA SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-09-16
10629,ACCENDO S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-04-08
6180,ACCENDO S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-05-31
8781,ACCENDO S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-09-11
10673,ACCESS SATELITAL SA,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2010-09-09
6562,ACCESS SATELITAL SA,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2010-11-30
5894,ACCION POINT S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-02-24
6258,ACCUSYS TECHNOLOGY S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-07-24
6216,ACCUSYS TECHNOLOGY S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-02-26
7992,ACCUSYS TECHNOLOGY S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-04-05
9016,ACCUSYS TECHNOLOGY S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-04-05
5984,ACCUSYS TECHNOLOGY S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-04-03
6848,ACCUSYS TECHNOLOGY S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2015-06-23
10975,ACECAR SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2014-11-28
12032,ACECAR SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2016-01-29
12089,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2007-04-19
8931,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2007-07-13
8105,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2007-09-13
8936,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2009-04-15
10478,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2010-12-06
10283,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2012-07-16
8934,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2013-02-25
8740,ACERIAS 4 C S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2013-06-04
10065,ACERIAS SAUCE VIEJO S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2008-12-30
10638,ACERIAS SAUCE VIEJO S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2010-12-17
11023,ACEROS CORONA S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2015-08-24
8188,ACHILLI Y DI BATTISTA S.R.L ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2007-09-19
10561,ACHILLI Y DI BATTISTA S.R.L ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2010-05-13
12877,ACHILLI Y DI BATTISTA S.R.L ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2011-04-14
9118,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2009-07-31
12443,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-04-19
10530,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-07-07
11317,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2011-12-06
12589,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-02-15
11336,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-12-27
8639,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2014-03-05
10835,ACIS MAQUINAS & METALURGICA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2015-03-31
12403,ACM ARGENTINA S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2010-06-30
6818,ACONCAGUA BUSINESS SOLUTIONS S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2016-03-02
6498,ACONCAGUA SOFTWARE FACTORY S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2009-08-28
6391,ACONCAGUA SOFTWARE FACTORY S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2009-11-09
10285,ACONCAGUA SOFTWARE FACTORY S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2012-11-27
8841,ACOTEC S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-02-15
9550,ACRITER S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2005-09-09
9919,ACRITER S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2006-11-15
9910,ACRITER S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-06-04
6472,ACRITER S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-10-29
10006,ACRUX S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2015-03-11
108,ACSUR,ARG,Argentina,94,Tierra Del Fuego,Tecnología e Innovación,2011-10-20
7622,ACTIVE PLANNER S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-05-08
6733,ACTIVE PLANNER S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-11-08
9475,ACYS MENDOZA S.A,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2010-03-18
10257,ACYS MENDOZA S.A,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2012-02-06
9004,ADBIOTEK S. A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2008-12-10
10389,ADECEF SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-09-21
9264,ADELFA SRL,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2006-12-05
10304,ADK S.R.L.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2012-08-16
6071,ADMINISTRADORA DE CONOCIMIENTOS SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-10-14
6827,ADMINISTRADORA DE CONOCIMIENTOS SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-08-12
9127,ADOX S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2006-12-01
10573,ADOX S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-06-15
12909,ADSUR S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2015-01-08
11828,ADVANCED ORGANIC MATERIALS S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2006-07-04
10130,ADVANCED PLANT SERVICES SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2014-12-03
6730,ADVANCED RESOURCES S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-06-04
8751,ADVANCED SOFTWARE SOCIEDAD ANONIMA,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-05-31
12572,ADVANTA SEMILLAS S.A.I.C,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-03-09
12647,ADVANTA SEMILLAS S.A.I.C,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-05-02
7367,ADVENIO SOFTWARE S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2011-04-07
7579,ADVENIO SOFTWARE S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2011-05-11
6123,ADVERIT S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-10-07
6756,ADVERIT S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-10-25
8045,ADVERIT S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-10-28
6463,ADVERTMIND S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-02-03
12799,AERO S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2015-04-17
7263,AERO TRANSPORT ENGINEERING CONSULTING S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2009-04-16
5938,AERO TRANSPORT ENGINEERING CONSULTING S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2010-02-23
5940,AERO TRANSPORT ENGINEERING CONSULTING S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2012-08-23
9227,AERO TRANSPORT ENGINEERING CONSULTING S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2013-01-16
6834,AERO TRANSPORT ENGINEERING CONSULTING S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2014-06-30
6689,AERO TRANSPORT ENGINEERING CONSULTING S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2014-12-18
6966,AERO TRANSPORT ENGINEERING CONSULTING S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2015-12-22
11357,AEROMEDICAL S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-12-04
9801,AEROTERRA S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2006-10-27
6361,AEROTERRA S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-07-22
9282,AFTYKA SACHON INDUSTRIAS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2011-07-12
11402,AFTYKA SACHON INDUSTRIAS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-10-05
8050,AGENOR S.A.,ARG,Argentina,66,Salta,Tecnología e Innovación,2009-01-09
11116,AGENOR S.A.,ARG,Argentina,66,Salta,Tecnología e Innovación,2010-10-26
10509,AGIDEA SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-09-15
12495,AGIDEA SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2011-05-06
10291,AGIDEA SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-04-19
6210,AGILMIND S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2011-06-30
10191,AGIRA SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2015-09-16
8534,AGRO ADVANCE TECHNOLOGY S.A,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-05-21
8418,AGRO ADVANCE TECHNOLOGY S.A,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-04-15
10896,AGRO ADVANCE TECHNOLOGY S.A,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-12-03
11511,AGRO DE CUYO S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-01-23
10292,AGRO EMPRENDIMIENTOS S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2012-06-06
13334,AGROEXPORT S.A.,ARG,Argentina,70,San Juan,Tecnología e Innovación,2012-06-12
9419,AGROFORESTAL SAN MIGUEL S.C.,ARG,Argentina,54,Misiones,Tecnología e Innovación,2009-03-20
9420,AGROFORESTAL SAN MIGUEL S.C.,ARG,Argentina,54,Misiones,Tecnología e Innovación,2009-03-20
10060,AGROMANI S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2009-02-27
11539,AGROPECUARIA EL SAUCE S.A.,ARG,Argentina,90,Tucumán,Tecnología e Innovación,2006-05-11
11788,AGROPECUARIA LAS GARZAS S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2006-05-31
11858,AGROPECUARIA LOS CHAÑARES S.A.,ARG,Argentina,90,Tucumán,Tecnología e Innovación,2004-12-09
106,AGROPHARMA SALUD ANIMAL S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-07-26
63,AGROPHARMA SALUD ANIMAL S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-03-08
8619,AGROPHARMA SALUD ANIMAL S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-09-30
13159,AGROSERVICIOS HUMBOLT S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2014-01-30
11797,AGROSERVICIOS PODESTA S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2004-11-22
6492,AGROSISTEMAS S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2011-10-26
8037,AGROSISTEMAS S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2013-06-07
6790,AGROSISTEMAS S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2015-07-08
9315,AGROTECNOLOGIAS AVANZADAS S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-09-15
11557,AGUADO Y CIA S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2014-10-29
11521,AGUADO Y CIA S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2015-09-18
10036,AGUAMAT S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2013-03-15
8654,AGUAS CLARAS S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2011-11-17
78,AGUAS CORDOBESAS S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2015-09-09
6,AIEGO SRL,ARG,Argentina,26,Chubut,Tecnología e Innovación,2015-03-11
6139,AIR TRACK S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2011-03-22
7860,AJIS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2014-05-22
10371,AKER INGENIERÍA S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-04-26
9865,AKER INGENIERÍA S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-11-22
11297,ALARALAB,ARG,Argentina,02,CABA,Tecnología e Innovación,2015-05-11
8838,ALBERTO G MORO SRL,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2009-04-14
10788,ALBERTO G MORO SRL,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2014-09-19
13314,ALBION LATINOAMERICANA S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2012-06-12
12484,ALCLA S.A.C.I.F.I. Y A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-04-14
8938,ALCOR S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2007-09-11
8947,ALCOR S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-12-10
11282,ALCOR S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-01-09
35,ALDAR S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2011-12-01
7690,ALDEA INSIDE SRL,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2012-10-30
8076,ALDO LUIS BIONDOLILLO Y ASOCIADOS S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2008-01-10
10398,ALDO LUIS BIONDOLILLO Y ASOCIADOS S.A.,ARG,Argentina,50,Mendoza,Tecnología e Innovación,2012-06-22
7195,ALEJANDRO CARLOS ETCHEGOYEN - IGNACIO CORREA - SOCIEDAD DE HECHO,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2014-06-16
9636,ALIMENTOS ESPECIFICOS SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2009-07-01
21,ALIMENTOS MAGROS S.A. - SUB 001,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2015-04-28
12030,ALIMENTOS VIDA S.A. ,ARG,Argentina,30,Entre Ríos,Tecnología e Innovación,2016-01-27
10538,ALISON ARGENTINA S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-06-24
7385,ALITER S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2010-02-08
7657,ALITER S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2011-12-27
9928,ALOE K COMPANY SRL,ARG,Argentina,18,Corrientes,Tecnología e Innovación,2007-01-08
10487,ALOE K COMPANY SRL,ARG,Argentina,18,Corrientes,Tecnología e Innovación,2010-08-11
9977,ALOE K COMPANY SRL,ARG,Argentina,18,Corrientes,Tecnología e Innovación,2011-08-05
9975,ALOE K COMPANY SRL,ARG,Argentina,18,Corrientes,Tecnología e Innovación,2011-08-05
10400,ALOE K COMPANY SRL,ARG,Argentina,18,Corrientes,Tecnología e Innovación,2013-05-20
13147,ALONSO HERMANOS SIRENAS S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2012-09-28
8976,ALONSO HERMANOS SIRENAS S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2013-07-18
6157,ALPHA 2000 SOLUCIONES INFORMÁTICAS SRL,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-03-23
9485,ALPHA CISA,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2009-07-29
6444,ALSURDELSUR SISTEMAS S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-11-14
6277,ALT CONSULTORES SOCIEDAD ANONIMA,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-10-18
12910,ALTA TECNOLOGÍA HIDRÁULICA S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2014-08-21
8741,ALTERBIO S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2013-07-23
11835,ALTISSIMO S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2005-05-20
9758,ALTOS SRL,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2011-08-26
10517,ALVAREZ CARTON S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2010-10-29
12333,ALVEAR PALACE HOTEL S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-06-23
10475,ALYCO SRL,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-03-15
9269,AMAFREN S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-08-01
10978,AMAFREN S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-12-11
8053,AMARIN TECHNOLOGIES S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2008-01-10
10410,AMARIN TECHNOLOGIES S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-12-06
12460,AMARIN TECHNOLOGIES S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-04-20
8440,AMARIN TECHNOLOGIES S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-02-01
8617,AMBIENTAL ARGENTINA SRL,ARG,Argentina,66,Salta,Tecnología e Innovación,2012-03-22
12318,AMTEK S.R.L,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2009-03-30
6257,AMTEK S.R.L,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2009-09-30
6366,AMTEK S.R.L,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-10-13
7312,ANACHRONICS S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-06-01
6036,ANACHRONICS S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-06-30
6246,ANACHRONICS S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-03-23
6232,ANACHRONICS S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-02-25
11204,ANADELIA S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2015-05-18
46,ANAHÍ,ARG,Argentina,54,Misiones,Tecnología e Innovación,2013-08-26
8763,ANCA S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2012-09-19
10149,ANCA S.R.L.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2015-03-16
6495,ANDINA SOFTWARE S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-02-28
7230,ANDRES GIUDICI Y MARTIN LLANOS SH,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-08-11
9351,ANGERS SRL,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2012-01-12
10709,ANGERS SRL,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2013-09-12
6324,ANGRAS S.R.L.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2007-08-23
8614,ANLOSILE S.A.,ARG,Argentina,90,Tucumán,Tecnología e Innovación,2013-10-02
10838,ANLOSILE S.A.,ARG,Argentina,90,Tucumán,Tecnología e Innovación,2014-10-14
10170,ANLOSILE S.A.,ARG,Argentina,90,Tucumán,Tecnología e Innovación,2015-09-23
10929,ANLOSILE S.A.,ARG,Argentina,90,Tucumán,Tecnología e Innovación,2016-04-11
10479,ANTENUCCI & COMPAÑÍA SA ,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-07-06
12561,ANURA S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-02-13
9324,APACHE S.A ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2007-02-06
8176,APACHE S.A ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2007-09-13
9313,APACHE S.A ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2009-05-18
9378,APACHE S.A ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2011-01-18
13232,APACHE S.A ,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2013-11-27
8148,APEXAR TECHNOLOGIES S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2008-05-27
10544,APEXAR TECHNOLOGIES S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2010-08-19
8263,APG CONSULTING SRL,ARG,Argentina,02,CABA,Tecnología e Innovación,2008-05-27
6545,APG CONSULTING SRL,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-01-24
6750,APG CONSULTING SRL,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-12-04
10943,APG CONSULTING SRL,ARG,Argentina,02,CABA,Tecnología e Innovación,2015-12-04
12139,API S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2008-06-26
10063,API S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2009-03-03
11270,API S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2011-01-05
12486,API S.A.,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2011-03-11
12010,APLICACION TECNOLOGICA SA,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2016-01-14
6174,APLICARD SA,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-02-17
93,APROAGRO S.A,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2011-09-08
79,APROAGRO S.A,ARG,Argentina,82,Santa Fe,Tecnología e Innovación,2015-06-24
12293,APTAR B&H S.A.,ARG,Argentina,06,Buenos Aires,Tecnología e Innovación,2009-08-10
7305,AQUADIZE S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2008-12-18
5825,AQUADIZE S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-06-29
7596,AQUADIZE S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-02-24
6323,AQUADIZE S.R.L.,ARG,Argentina,02,CABA,Tecnología e Innovación,2012-11-01
9179,ARBRO S.A.,ARG,Argentina,14,Córdoba,Tecnología e Innovación,2009-06-11
11531,ARDAQ S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2009-09-15
10499,ARDAQ S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2010-07-28
9890,ARDAQ S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2011-11-30
10290,ARDAQ S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-01-29
8721,ARDAQ S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2013-01-31
10816,ARDAQ S.A.,ARG,Argentina,02,CABA,Tecnología e Innovación,2014-07-24
8262,ARDISON Y ASOCIADOS CONSULTORES DE EMPRESAS SOCIEDAD CIVIL,ARG,Argentina,02,CABA,Tecnología e Innovación,2007-08-21
8285,ARDISON Y ASOCIADOS CONSULTORES DE EMPRESAS SOCIEDAD CIVIL,ARG,Argentina,02,CABA,Tecnología e Innovación,2007-08-21
